id,dispatch_time,incident_type,priority_number,units_arrived_at_scene
14838,2023-11-12 05:51,Airport Standby,4,5
14839,2023-11-29 15:15,Other,12,5
14840,2023-08-06 01:35,Emergency Transfer,4,1
14841,2023-01-16 02:18,Other,9,4
14842,2023-11-25 11:08,Other,1,3
14843,2023-11-19 10:18,Motor Vehicle Accident,5,2
14844,2023-01-26 19:39,Fire,4,3
14845,2023-10-15 19:01,Other,4,4
14846,2023-05-17 18:24,Medical,5,5
14847,2023-02-08 23:49,Medical,4,1
14848,2023-12-31 05:16,Other,1,6
14849,2023-01-18 10:02,Other,4,5
14850,2023-04-21 13:20,Medical,1,7
14851,2023-06-20 10:10,Medical,12,6
14852,2023-11-15 22:25,Motor Vehicle Accident,4,1
14853,2023-02-13 09:20,Motor Vehicle Accident,3,5
14854,2023-08-03 22:28,Other,1,2
14855,2023-02-07 05:41,Medical,12,5
14856,2023-04-11 13:00,Motor Vehicle Accident,5,3
14857,2023-10-05 07:44,Fire,14,6
14858,2023-02-11 08:05,Motor Vehicle Accident,3,5
14859,2023-05-24 17:19,Motor Vehicle Accident,4,7
14860,2023-12-21 13:27,Motor Vehicle Accident,4,2
14861,2023-05-31 15:40,Other,3,4
14862,2023-04-13 17:10,Motor Vehicle Accident,5,4
14863,2023-07-10 22:05,Medical,4,6
14864,2023-02-16 16:14,Medical,5,8
14865,2023-07-21 12:23,Other,3,0
14866,2023-03-11 09:11,Other,3,4
14867,2023-11-19 18:36,Motor Vehicle Accident,5,1
14868,2023-01-05 11:02,Medical,5,8
14869,2023-10-26 21:24,Airport Standby,5,6
14870,2023-07-12 03:46,Medical,9,2
14871,2023-10-29 05:58,Motor Vehicle Accident,1,3
14872,2023-09-20 22:43,Fire,9,5
14873,2023-07-14 05:47,Fire,5,3
14874,2023-12-24 04:39,Fire,1,3
14875,2023-05-07 06:54,Medical,5,8
14876,2023-02-22 03:24,Other,4,12
14877,2023-01-12 03:05,Medical,5,4
14878,2023-01-02 08:58,Motor Vehicle Accident,3,11
14879,2023-01-31 01:59,Motor Vehicle Accident,4,6
14880,2023-04-24 20:17,Medical,3,8
14881,2023-03-24 08:22,Motor Vehicle Accident,1,7
14882,2023-09-16 13:32,Other,3,10
14883,2023-12-02 20:56,Other,14,4
14884,2023-02-14 05:45,Motor Vehicle Accident,3,2
14885,2023-12-18 17:34,Motor Vehicle Accident,3,4
14886,2023-03-25 20:43,Motor Vehicle Accident,3,3
14887,2023-08-22 03:10,Other,4,1
14888,2023-11-23 02:37,Airport Standby,5,8
14889,2023-01-13 13:59,Other,5,8
14890,2023-11-15 09:27,Motor Vehicle Accident,4,7
14891,2023-12-03 13:47,Medical,13,2
14892,2023-05-17 16:17,Medical,3,5
14893,2023-08-16 13:16,Motor Vehicle Accident,13,4
14894,2023-11-14 10:48,Motor Vehicle Accident,1,8
14895,2023-08-20 14:53,Medical,13,4
14896,2023-11-05 17:27,Motor Vehicle Accident,3,2
14897,2023-07-17 23:32,Fire,3,1
14898,2023-09-03 22:28,Other,4,4
14899,2023-12-04 06:34,Other,9,7
14900,2023-12-05 01:39,Other,1,1
14901,2023-08-14 14:01,Emergency Transfer,4,5
14902,2023-04-13 16:06,Other,14,10
14903,2023-11-28 03:55,Medical,11,0
14904,2023-04-17 04:36,Motor Vehicle Accident,5,3
14905,2023-04-25 19:18,Medical,12,5
14906,2023-08-24 16:05,Medical,1,6
14907,2023-04-10 23:13,Motor Vehicle Accident,5,9
14908,2023-08-11 23:09,Motor Vehicle Accident,3,4
14909,2023-04-27 15:33,Fire,9,3
14910,2023-05-24 18:55,Emergency Transfer,3,7
14911,2023-07-28 08:52,Medical,4,6
14912,2023-06-17 18:51,Medical,5,7
14913,2023-09-20 00:29,Fire,3,4
14914,2023-01-24 17:07,Medical,3,12
14915,2023-04-05 16:36,Motor Vehicle Accident,4,2
14916,2023-10-17 09:30,Medical,13,7
14917,2023-01-07 18:47,Emergency Transfer,1,8
14918,2023-01-05 12:11,Motor Vehicle Accident,5,1
14919,2023-07-01 21:20,Motor Vehicle Accident,4,4
14920,2023-08-26 07:13,Medical,3,7
14921,2023-10-21 10:22,Motor Vehicle Accident,4,8
14922,2023-09-05 19:58,Other,3,3
14923,2023-03-26 09:16,Other,5,8
14924,2023-08-19 20:17,Airport Standby,9,10
14925,2023-01-18 18:36,Motor Vehicle Accident,1,13
14926,2023-03-17 13:41,Other,9,9
14927,2023-07-13 05:39,Motor Vehicle Accident,9,9
14928,2023-03-15 06:25,Medical,4,5
14929,2023-01-07 06:28,Medical,4,8
14930,2023-11-10 10:31,Airport Standby,3,8
14931,2023-08-20 18:50,Motor Vehicle Accident,5,2
14932,2023-04-07 12:52,Airport Standby,9,7
14933,2023-03-17 02:04,Motor Vehicle Accident,5,5
14934,2023-08-07 21:09,Medical,12,3
14935,2023-03-21 17:19,Fire,4,3
14936,2023-12-11 10:01,Emergency Transfer,4,1
14937,2023-04-26 04:25,Motor Vehicle Accident,3,3
14938,2023-01-09 15:31,Medical,9,5
14939,2023-12-04 10:00,Other,5,5
14940,2023-01-07 15:01,Medical,1,5
14941,2023-09-22 12:54,Fire,4,5
14942,2023-12-07 00:54,Motor Vehicle Accident,3,3
14943,2023-04-02 06:19,Other,5,7
14944,2023-10-29 16:05,Motor Vehicle Accident,4,9
14945,2023-09-16 19:46,Motor Vehicle Accident,5,9
14946,2023-06-23 08:09,Fire,3,3
14947,2023-02-18 01:32,Medical,4,8
14948,2023-03-27 15:27,Medical,4,8
14949,2023-03-05 16:49,Medical,3,7
14950,2023-09-06 07:30,Medical,9,7
14951,2023-08-22 17:43,Other,1,7
14952,2023-08-20 11:58,Medical,1,8
14953,2023-09-15 15:54,Medical,5,7
14954,2023-02-22 17:04,Motor Vehicle Accident,3,2
14955,2023-06-17 19:54,Fire,1,4
14956,2023-05-31 05:56,Other,1,11
14957,2023-07-21 04:50,Medical,3,4
14958,2023-02-02 22:00,Medical,3,6
14959,2023-09-26 17:31,Motor Vehicle Accident,11,7
14960,2023-03-17 17:50,Fire,12,6
14961,2023-10-28 18:35,Fire,4,1
14962,2023-02-21 01:56,Medical,3,5
14963,2023-04-09 18:47,Medical,3,8
14964,2023-11-23 12:48,Motor Vehicle Accident,1,5
14965,2023-03-17 22:03,Other,3,8
14966,2023-07-31 14:17,Medical,5,8
14967,2023-08-12 21:02,Motor Vehicle Accident,1,11
14968,2023-01-19 21:17,Other,9,8
14969,2023-11-04 18:45,Other,4,10
14970,2023-08-17 14:54,Motor Vehicle Accident,1,4
14971,2023-07-09 01:00,Other,1,8
14972,2023-02-15 21:37,Medical,4,6
14973,2023-06-20 05:23,Motor Vehicle Accident,1,8
14974,2023-11-24 13:35,Other,5,8
14975,2023-07-03 03:31,Emergency Transfer,4,6
14976,2023-04-08 10:05,Other,1,8
14977,2023-09-06 05:05,Medical,1,9
14978,2023-02-19 06:51,Motor Vehicle Accident,5,11
14979,2023-06-29 14:55,Motor Vehicle Accident,5,6
14980,2023-02-01 04:45,Other,4,2
14981,2023-04-24 06:22,Motor Vehicle Accident,4,2
14982,2023-02-05 13:52,Medical,9,3
14983,2023-01-16 02:57,Medical,5,5
14984,2023-09-28 12:51,Medical,11,9
14985,2023-10-26 15:48,Medical,3,5
14986,2023-12-21 03:47,Motor Vehicle Accident,5,8
14987,2023-05-10 09:23,Fire,4,7
14988,2023-11-04 03:54,Motor Vehicle Accident,12,3
14989,2023-08-22 22:16,Emergency Transfer,4,6
14990,2023-09-18 22:46,Motor Vehicle Accident,5,1
14991,2023-05-31 16:01,Motor Vehicle Accident,1,6
14992,2023-01-05 06:29,Medical,4,10
14993,2023-08-02 09:37,Motor Vehicle Accident,4,6
14994,2023-02-15 14:23,Other,4,5
14995,2023-12-21 04:50,Medical,1,3
14996,2023-11-16 07:58,Other,11,4
14997,2023-07-12 22:57,Other,4,5
14998,2023-11-15 22:49,Motor Vehicle Accident,4,3
14999,2023-12-24 19:24,Airport Standby,12,2
15000,2023-02-27 23:30,Other,3,5
15001,2023-06-10 07:28,Motor Vehicle Accident,13,4
15002,2023-07-28 20:06,Other,13,4
15003,2023-04-05 09:56,Other,5,8
15004,2023-01-10 15:34,Medical,4,7
15005,2023-03-10 05:49,Motor Vehicle Accident,4,1
15006,2023-09-23 10:03,Motor Vehicle Accident,1,2
15007,2023-06-21 15:28,Medical,11,7
15008,2023-01-16 20:50,Emergency Transfer,4,2
15009,2023-08-30 14:54,Motor Vehicle Accident,3,3
15010,2023-02-17 07:39,Medical,5,10
15011,2023-08-15 19:34,Other,14,5
15012,2023-12-15 17:53,Motor Vehicle Accident,9,3
15013,2023-10-18 01:40,Other,5,5
15014,2023-05-09 14:13,Fire,1,4
15015,2023-08-12 10:26,Medical,3,6
15016,2023-05-08 15:22,Medical,4,1
15017,2023-12-27 00:30,Medical,3,6
15018,2023-11-29 08:19,Fire,5,9
15019,2023-11-04 19:11,Motor Vehicle Accident,4,5
15020,2023-09-20 00:40,Medical,9,5
15021,2023-08-20 22:00,Motor Vehicle Accident,3,4
15022,2023-12-25 08:54,Motor Vehicle Accident,5,0
15023,2023-04-18 08:07,Motor Vehicle Accident,4,7
15024,2023-12-26 17:21,Other,1,8
15025,2023-05-25 13:40,Other,1,5
15026,2023-12-19 23:21,Motor Vehicle Accident,4,2
15027,2023-05-04 07:10,Airport Standby,9,7
15028,2023-02-19 21:33,Airport Standby,1,5
15029,2023-01-13 11:16,Other,1,11
15030,2023-09-27 09:43,Other,4,5
15031,2023-11-14 09:23,Airport Standby,3,7
15032,2023-12-01 23:41,Motor Vehicle Accident,4,8
15033,2023-03-02 11:29,Fire,4,4
15034,2023-07-31 10:53,Medical,9,6
15035,2023-06-29 03:15,Airport Standby,4,4
15036,2023-11-07 21:07,Other,4,5
15037,2023-03-08 15:32,Motor Vehicle Accident,4,3
15038,2023-11-11 13:56,Motor Vehicle Accident,3,7
15039,2023-08-28 21:25,Motor Vehicle Accident,9,2
15040,2023-10-31 14:20,Airport Standby,5,8
15041,2023-03-20 06:09,Medical,4,3
15042,2023-09-24 03:09,Fire,1,3
15043,2023-12-08 17:13,Emergency Transfer,3,6
15044,2023-02-17 04:13,Motor Vehicle Accident,1,7
15045,2023-10-21 20:28,Medical,4,4
15046,2023-12-16 19:33,Motor Vehicle Accident,3,9
15047,2023-06-20 23:56,Motor Vehicle Accident,1,7
15048,2023-12-08 02:49,Motor Vehicle Accident,5,5
15049,2023-06-29 06:33,Medical,13,5
15050,2023-11-21 14:28,Other,1,3
15051,2023-05-12 04:37,Medical,1,2
15052,2023-03-10 19:35,Medical,4,6
15053,2023-04-30 11:22,Medical,4,7
15054,2023-03-06 16:04,Other,3,7
15055,2023-11-07 11:34,Motor Vehicle Accident,5,3
15056,2023-11-10 00:57,Other,12,11
15057,2023-10-14 15:17,Medical,5,6
15058,2023-08-14 14:17,Medical,13,5
15059,2023-12-03 00:38,Fire,5,7
15060,2023-07-18 16:55,Motor Vehicle Accident,4,7
15061,2023-01-01 22:13,Medical,11,4
15062,2023-10-23 20:46,Motor Vehicle Accident,5,4
15063,2023-12-30 09:57,Medical,4,7
15064,2023-11-04 03:34,Other,9,5
15065,2023-09-19 02:31,Other,4,0
15066,2023-06-13 11:39,Other,5,4
15067,2023-01-28 10:10,Other,4,5
15068,2023-01-24 08:28,Motor Vehicle Accident,4,5
15069,2023-11-23 17:43,Medical,12,4
15070,2023-05-31 18:32,Other,9,3
15071,2023-12-28 11:01,Motor Vehicle Accident,3,4
15072,2023-09-17 13:14,Medical,5,2
15073,2023-04-30 20:40,Fire,11,1
15074,2023-10-01 18:47,Motor Vehicle Accident,5,2
15075,2023-02-28 18:55,Airport Standby,4,10
15076,2023-03-06 10:42,Other,4,10
15077,2023-09-04 03:15,Motor Vehicle Accident,4,2
15078,2023-08-22 07:06,Other,3,4
15079,2023-03-15 16:47,Emergency Transfer,4,8
15080,2023-11-08 19:56,Medical,4,7
15081,2023-12-15 17:23,Other,3,13
15082,2023-11-03 23:44,Airport Standby,5,4
15083,2023-03-12 20:05,Medical,11,6
15084,2023-02-15 12:36,Other,3,3
15085,2023-02-20 18:36,Medical,3,4
15086,2023-01-19 16:36,Medical,1,10
15087,2023-07-04 23:47,Medical,4,5
15088,2023-04-10 17:51,Other,14,1
15089,2023-12-04 13:46,Medical,4,5
15090,2023-10-03 01:29,Motor Vehicle Accident,9,6
15091,2023-02-21 11:40,Other,3,6
15092,2023-07-25 02:19,Motor Vehicle Accident,5,10
15093,2023-12-20 09:22,Motor Vehicle Accident,5,2
15094,2023-01-16 02:08,Motor Vehicle Accident,3,8
15095,2023-08-21 15:55,Emergency Transfer,4,4
15096,2023-02-20 03:05,Other,3,3
15097,2023-08-27 05:56,Medical,9,3
15098,2023-09-13 21:16,Motor Vehicle Accident,4,6
15099,2023-10-25 04:54,Other,9,6
15100,2023-10-08 06:07,Medical,11,8
15101,2023-10-14 21:18,Medical,3,5
15102,2023-03-11 09:07,Medical,5,4
15103,2023-05-19 01:47,Motor Vehicle Accident,3,3
15104,2023-04-16 18:13,Medical,5,6
15105,2023-12-31 00:02,Medical,3,8
15106,2023-01-14 23:49,Other,5,3
15107,2023-10-31 03:02,Other,4,6
15108,2023-01-13 11:21,Motor Vehicle Accident,4,3
15109,2023-07-11 01:38,Medical,3,3
15110,2023-02-16 19:29,Other,9,5
15111,2023-12-19 01:38,Motor Vehicle Accident,4,9
15112,2023-05-12 01:42,Medical,3,11
15113,2023-12-01 20:39,Medical,14,4
15114,2023-02-03 10:20,Motor Vehicle Accident,4,4
15115,2023-04-19 08:45,Motor Vehicle Accident,9,8
15116,2023-04-23 15:15,Medical,1,6
15117,2023-08-09 20:03,Medical,4,7
15118,2023-09-11 20:07,Motor Vehicle Accident,4,4
15119,2023-04-04 12:38,Fire,5,1
15120,2023-02-28 02:19,Medical,9,4
15121,2023-02-25 09:20,Fire,1,1
15122,2023-11-19 18:20,Motor Vehicle Accident,1,9
15123,2023-11-02 12:02,Medical,12,7
15124,2023-07-21 09:17,Motor Vehicle Accident,3,5
15125,2023-01-23 16:55,Medical,1,5
15126,2023-03-27 07:38,Motor Vehicle Accident,5,8
15127,2023-02-12 09:37,Medical,4,3
15128,2023-04-21 15:14,Medical,1,1
15129,2023-09-02 10:28,Medical,5,2
15130,2023-12-06 18:14,Medical,4,10
15131,2023-02-12 12:43,Medical,3,8
15132,2023-04-05 07:37,Medical,3,2
15133,2023-04-20 14:56,Fire,11,7
15134,2023-05-12 06:21,Medical,9,5
15135,2023-08-06 02:54,Motor Vehicle Accident,4,4
15136,2023-02-06 17:17,Other,4,4
15137,2023-01-08 06:18,Motor Vehicle Accident,4,5
15138,2023-12-15 13:22,Medical,5,1
15139,2023-12-23 10:35,Fire,9,8
15140,2023-06-01 15:09,Medical,4,2
15141,2023-05-04 11:19,Medical,4,1
15142,2023-01-01 03:04,Motor Vehicle Accident,4,2
15143,2023-06-28 01:24,Motor Vehicle Accident,13,5
15144,2023-12-13 06:45,Other,5,10
15145,2023-04-26 01:11,Medical,3,1
15146,2023-04-28 19:01,Medical,4,8
15147,2023-01-26 07:33,Medical,1,10
15148,2023-12-04 02:56,Other,5,2
15149,2023-09-25 01:27,Motor Vehicle Accident,4,8
15150,2023-01-15 12:05,Motor Vehicle Accident,9,7
15151,2023-04-07 06:04,Emergency Transfer,4,7
15152,2023-04-29 17:27,Medical,3,7
15153,2023-08-13 09:56,Emergency Transfer,11,7
15154,2023-02-02 06:50,Motor Vehicle Accident,4,6
15155,2023-03-23 06:28,Emergency Transfer,9,8
15156,2023-10-11 13:18,Other,1,3
15157,2023-04-30 23:01,Motor Vehicle Accident,5,6
15158,2023-09-19 19:30,Motor Vehicle Accident,1,5
15159,2023-07-11 16:19,Medical,5,5
15160,2023-09-15 16:41,Motor Vehicle Accident,5,7
15161,2023-11-25 10:09,Motor Vehicle Accident,3,4
15162,2023-02-28 11:36,Medical,11,2
15163,2023-09-07 20:12,Other,5,11
15164,2023-03-15 17:30,Medical,3,7
15165,2023-05-02 19:16,Medical,1,8
15166,2023-04-11 15:27,Medical,4,2
15167,2023-03-13 00:34,Motor Vehicle Accident,13,6
15168,2023-10-08 19:29,Fire,4,0
15169,2023-05-25 05:41,Medical,5,3
15170,2023-08-25 06:25,Motor Vehicle Accident,3,1
15171,2023-04-18 15:11,Other,4,6
15172,2023-10-08 04:42,Motor Vehicle Accident,3,10
15173,2023-08-21 07:02,Motor Vehicle Accident,1,11
15174,2023-07-13 21:31,Medical,9,4
15175,2023-03-01 12:44,Motor Vehicle Accident,4,3
15176,2023-11-28 08:37,Fire,11,0
15177,2023-02-08 17:39,Fire,9,7
15178,2023-12-16 17:48,Motor Vehicle Accident,11,8
15179,2023-08-25 04:23,Motor Vehicle Accident,4,5
15180,2023-03-13 02:13,Medical,9,4
15181,2023-02-01 01:53,Motor Vehicle Accident,4,4
15182,2023-02-06 11:26,Motor Vehicle Accident,5,7
15183,2023-01-08 03:52,Fire,3,5
15184,2023-07-16 20:33,Motor Vehicle Accident,9,6
15185,2023-06-07 11:38,Medical,12,1
15186,2023-06-27 20:52,Other,12,4
15187,2023-09-09 20:06,Other,12,4
15188,2023-08-07 16:12,Other,4,9
15189,2023-08-07 20:42,Airport Standby,11,4
15190,2023-12-21 20:42,Motor Vehicle Accident,9,4
15191,2023-01-14 10:43,Medical,5,4
15192,2023-12-21 22:12,Fire,5,4
15193,2023-08-15 19:30,Medical,1,5
15194,2023-12-21 20:58,Other,11,11
15195,2023-02-04 00:57,Medical,1,7
15196,2023-03-24 00:57,Other,5,6
15197,2023-09-03 17:43,Other,5,7
15198,2023-07-08 05:59,Other,5,6
15199,2023-06-27 15:04,Medical,3,2
15200,2023-12-13 18:15,Fire,1,3
15201,2023-10-26 23:26,Other,3,6
15202,2023-01-20 08:26,Airport Standby,5,5
15203,2023-04-18 14:52,Other,3,9
15204,2023-06-21 18:31,Motor Vehicle Accident,1,6
15205,2023-10-27 08:30,Motor Vehicle Accident,5,8
15206,2023-07-21 06:54,Medical,5,8
15207,2023-01-29 19:04,Other,4,8
15208,2023-08-30 18:38,Medical,3,5
15209,2023-05-12 14:16,Other,4,9
15210,2023-07-11 01:40,Motor Vehicle Accident,4,4
15211,2023-04-09 12:16,Motor Vehicle Accident,1,5
15212,2023-04-24 02:19,Emergency Transfer,3,3
15213,2023-02-20 08:07,Airport Standby,4,9
15214,2023-05-17 14:56,Emergency Transfer,5,7
15215,2023-01-04 11:35,Emergency Transfer,4,9
15216,2023-02-01 10:16,Airport Standby,13,3
15217,2023-04-28 21:40,Other,14,8
15218,2023-10-13 09:53,Medical,14,8
15219,2023-02-18 15:12,Motor Vehicle Accident,1,7
15220,2023-12-28 20:36,Motor Vehicle Accident,4,6
15221,2023-03-16 21:42,Medical,4,9
15222,2023-09-28 04:57,Other,14,3
15223,2023-12-02 09:43,Motor Vehicle Accident,11,1
15224,2023-03-17 04:52,Motor Vehicle Accident,9,6
15225,2023-07-11 13:55,Medical,4,2
15226,2023-06-27 14:56,Other,4,8
15227,2023-08-22 12:46,Other,1,3
15228,2023-09-15 14:21,Medical,1,5
15229,2023-11-12 04:00,Fire,3,2
15230,2023-07-13 05:33,Medical,9,9
15231,2023-03-16 05:49,Medical,1,9
15232,2023-11-11 21:58,Medical,1,7
15233,2023-09-23 22:57,Motor Vehicle Accident,3,5
15234,2023-03-12 19:57,Medical,1,2
15235,2023-06-17 10:42,Medical,4,2
15236,2023-10-10 18:41,Other,12,3
15237,2023-03-05 13:53,Motor Vehicle Accident,1,6
15238,2023-05-03 18:04,Motor Vehicle Accident,9,4
15239,2023-05-08 07:50,Motor Vehicle Accident,4,4
15240,2023-07-11 21:38,Medical,3,5
15241,2023-11-28 10:18,Medical,3,9
15242,2023-10-09 15:02,Motor Vehicle Accident,9,5
15243,2023-11-07 08:29,Motor Vehicle Accident,5,6
15244,2023-11-22 17:16,Motor Vehicle Accident,1,2
15245,2023-06-09 13:10,Fire,4,7
15246,2023-10-21 18:01,Other,14,13
15247,2023-02-24 18:32,Other,3,5
15248,2023-01-16 16:48,Medical,3,6
15249,2023-08-14 15:35,Airport Standby,9,3
15250,2023-10-24 10:27,Medical,3,9
15251,2023-12-05 13:17,Motor Vehicle Accident,3,8
15252,2023-10-30 10:55,Other,1,2
15253,2023-11-28 22:34,Fire,4,2
15254,2023-05-22 05:40,Motor Vehicle Accident,5,9
15255,2023-02-15 22:56,Medical,1,4
15256,2023-07-21 21:54,Fire,1,5
15257,2023-10-18 19:48,Other,9,5
15258,2023-09-27 13:04,Other,9,10
15259,2023-09-16 22:58,Fire,1,1
15260,2023-07-25 18:09,Other,4,9
15261,2023-08-29 20:49,Motor Vehicle Accident,5,4
15262,2023-10-28 05:03,Motor Vehicle Accident,9,6
15263,2023-06-25 05:59,Airport Standby,5,7
15264,2023-11-28 10:56,Medical,5,1
15265,2023-03-05 09:33,Other,1,3
15266,2023-07-26 19:13,Medical,4,7
15267,2023-05-29 01:00,Fire,4,4
15268,2023-10-22 22:57,Other,1,5
15269,2023-11-13 11:57,Motor Vehicle Accident,5,5
15270,2023-10-03 07:28,Fire,14,6
15271,2023-06-29 16:27,Other,4,7
15272,2023-08-20 03:19,Other,9,5
15273,2023-09-17 17:42,Motor Vehicle Accident,3,9
15274,2023-12-01 18:08,Motor Vehicle Accident,9,5
15275,2023-05-15 00:46,Other,1,6
15276,2023-05-02 13:04,Motor Vehicle Accident,5,6
15277,2023-08-26 18:00,Other,3,8
15278,2023-04-07 12:58,Other,14,5
15279,2023-01-20 22:56,Medical,1,5
15280,2023-02-08 05:05,Motor Vehicle Accident,11,9
15281,2023-11-15 13:17,Fire,3,12
15282,2023-08-04 16:44,Other,3,5
15283,2023-01-10 06:34,Other,4,2
15284,2023-11-22 23:19,Motor Vehicle Accident,3,6
15285,2023-07-16 10:42,Medical,4,4
15286,2023-07-17 10:30,Other,4,5
15287,2023-06-02 15:42,Other,11,10
15288,2023-05-01 01:20,Motor Vehicle Accident,11,8
15289,2023-12-20 16:24,Motor Vehicle Accident,5,6
15290,2023-08-07 08:23,Other,5,5
15291,2023-11-21 17:34,Fire,5,3
15292,2023-09-09 13:27,Other,3,5
15293,2023-04-14 00:16,Medical,9,7
15294,2023-06-07 07:38,Motor Vehicle Accident,4,11
15295,2023-03-11 02:53,Medical,4,5
15296,2023-04-21 06:22,Emergency Transfer,5,7
15297,2023-03-17 22:30,Motor Vehicle Accident,1,5
15298,2023-06-12 04:26,Other,9,8
15299,2023-06-03 21:28,Medical,5,11
15300,2023-06-22 23:06,Medical,1,7
15301,2023-09-13 13:01,Fire,9,6
15302,2023-07-06 02:16,Emergency Transfer,3,6
15303,2023-11-13 17:21,Medical,4,2
15304,2023-05-09 15:25,Other,1,4
15305,2023-03-19 05:23,Medical,9,7
15306,2023-08-28 10:17,Medical,4,3
15307,2023-02-25 13:23,Medical,5,2
15308,2023-02-07 08:10,Airport Standby,9,8
15309,2023-04-20 13:12,Other,3,5
15310,2023-08-09 20:32,Medical,5,9
15311,2023-04-01 18:51,Medical,3,0
15312,2023-10-26 06:38,Emergency Transfer,5,4
15313,2023-12-25 19:19,Fire,3,1
15314,2023-03-08 22:36,Medical,3,4
15315,2023-07-11 19:10,Medical,4,4
15316,2023-01-19 15:26,Motor Vehicle Accident,4,3
15317,2023-11-16 16:25,Other,4,7
15318,2023-03-09 02:20,Medical,9,8
15319,2023-10-08 17:46,Fire,3,7
15320,2023-09-05 06:01,Medical,5,6
15321,2023-06-08 09:50,Medical,3,5
15322,2023-01-24 08:16,Medical,1,10
15323,2023-01-31 16:29,Medical,3,7
15324,2023-09-22 07:28,Medical,9,1
15325,2023-12-14 17:55,Fire,4,9
15326,2023-01-03 20:59,Fire,4,3
15327,2023-02-28 16:44,Fire,4,2
15328,2023-11-26 20:39,Other,5,5
15329,2023-10-16 07:17,Motor Vehicle Accident,11,12
15330,2023-10-05 18:28,Motor Vehicle Accident,4,8
15331,2023-11-30 21:55,Medical,13,6
15332,2023-07-18 18:12,Fire,12,1
15333,2023-09-12 03:40,Motor Vehicle Accident,5,3
15334,2023-04-21 13:59,Motor Vehicle Accident,3,5
15335,2023-07-01 19:14,Medical,9,8
15336,2023-10-19 12:23,Other,1,6
15337,2023-04-21 15:41,Other,4,5
15338,2023-01-31 06:55,Motor Vehicle Accident,13,6
15339,2023-06-12 03:11,Fire,9,3
15340,2023-08-27 15:37,Medical,4,4
15341,2023-12-24 23:48,Motor Vehicle Accident,5,3
15342,2023-01-25 17:25,Medical,14,3
15343,2023-08-25 11:34,Medical,5,5
15344,2023-04-12 15:14,Other,1,6
15345,2023-01-09 20:13,Medical,9,4
15346,2023-11-24 04:50,Other,4,9
15347,2023-02-20 14:48,Medical,3,5
15348,2023-05-19 09:36,Motor Vehicle Accident,1,4
15349,2023-12-06 17:48,Other,5,10
15350,2023-05-31 11:46,Medical,4,1
15351,2023-05-13 09:17,Other,3,4
15352,2023-01-25 13:50,Emergency Transfer,5,7
15353,2023-09-11 08:29,Fire,14,4
15354,2023-06-12 22:02,Fire,5,4
15355,2023-08-11 05:30,Motor Vehicle Accident,3,1
15356,2023-04-07 12:51,Medical,5,10
15357,2023-03-06 11:59,Motor Vehicle Accident,9,2
15358,2023-12-17 13:44,Other,4,5
15359,2023-10-08 20:44,Medical,11,7
15360,2023-09-02 04:43,Motor Vehicle Accident,11,5
15361,2023-10-06 02:27,Other,14,10
15362,2023-10-11 01:13,Motor Vehicle Accident,4,6
15363,2023-03-15 10:05,Airport Standby,9,7
15364,2023-12-24 02:00,Motor Vehicle Accident,3,2
15365,2023-06-23 09:30,Motor Vehicle Accident,5,5
15366,2023-08-29 01:34,Motor Vehicle Accident,1,4
15367,2023-11-23 06:10,Motor Vehicle Accident,5,8
15368,2023-03-09 11:38,Motor Vehicle Accident,4,1
15369,2023-12-23 21:32,Other,9,6
15370,2023-08-23 05:41,Motor Vehicle Accident,5,5
15371,2023-08-23 00:41,Medical,4,9
15372,2023-10-21 01:05,Emergency Transfer,4,8
15373,2023-09-05 04:01,Motor Vehicle Accident,5,11
15374,2023-12-20 11:32,Motor Vehicle Accident,5,3
15375,2023-06-01 15:16,Fire,3,5
15376,2023-02-13 00:57,Other,4,7
15377,2023-09-13 19:05,Other,3,5
15378,2023-07-22 13:46,Fire,3,1
15379,2023-05-17 06:22,Medical,1,3
15380,2023-08-04 22:32,Motor Vehicle Accident,5,2
15381,2023-09-08 05:54,Motor Vehicle Accident,4,4
15382,2023-06-11 10:48,Medical,1,7
15383,2023-07-06 13:58,Other,5,4
15384,2023-03-28 21:49,Other,4,7
15385,2023-03-21 03:24,Motor Vehicle Accident,12,4
15386,2023-10-09 14:19,Medical,13,3
15387,2023-06-21 21:32,Medical,4,6
15388,2023-03-08 21:49,Medical,5,8
15389,2023-08-24 23:02,Motor Vehicle Accident,4,4
15390,2023-01-08 09:08,Medical,5,11
15391,2023-07-10 16:42,Other,5,3
15392,2023-11-11 00:16,Medical,3,5
15393,2023-06-21 04:07,Medical,4,8
15394,2023-02-28 05:01,Medical,5,13
15395,2023-08-09 01:06,Medical,11,3
15396,2023-05-18 04:52,Other,4,5
15397,2023-07-06 15:03,Motor Vehicle Accident,12,7
15398,2023-06-17 20:20,Emergency Transfer,5,8
15399,2023-09-17 06:52,Motor Vehicle Accident,4,3
15400,2023-02-15 20:17,Fire,11,8
15401,2023-08-01 08:10,Fire,5,7
15402,2023-09-11 11:54,Medical,3,2
15403,2023-06-21 06:34,Other,3,4
